Id,age,job,marital,education,default,Acc_balance,housing,loan,contact,day,month,duration,campaign,poutcome,deposit
8026,40,management,married,tertiary,no,481,yes,no,unknown,28,may,198,2,unknown,no
8027,43,admin.,married,primary,no,-516,yes,no,unknown,28,may,438,2,unknown,no
8028,32,self-employed,married,secondary,no,610,yes,no,unknown,28,may,75,6,unknown,no
8029,25,blue-collar,single,secondary,no,579,yes,no,unknown,28,may,225,4,unknown,no
8030,34,blue-collar,married,secondary,no,225,yes,no,unknown,28,may,342,2,unknown,no
8031,30,blue-collar,married,secondary,no,1780,yes,no,unknown,28,may,116,12,unknown,no
8032,41,services,married,secondary,no,803,yes,no,unknown,28,may,88,3,unknown,no
8033,36,blue-collar,married,secondary,yes,-347,yes,yes,unknown,28,may,109,3,unknown,no
8034,28,admin.,single,secondary,no,1238,yes,no,unknown,28,may,252,2,unknown,no
8035,29,blue-collar,single,secondary,no,992,yes,yes,unknown,28,may,456,2,unknown,no
8036,30,blue-collar,married,primary,yes,0,yes,yes,unknown,28,may,92,5,unknown,no
8037,22,student,single,secondary,no,489,no,no,unknown,28,may,223,5,unknown,no
8038,28,blue-collar,married,secondary,no,-717,yes,no,unknown,28,may,148,3,unknown,no
8039,27,blue-collar,single,primary,no,3955,yes,no,unknown,28,may,205,3,unknown,no
8040,31,blue-collar,single,unknown,no,667,yes,no,unknown,28,may,80,3,unknown,no
8041,42,unemployed,divorced,secondary,no,325,yes,no,unknown,28,may,97,4,unknown,no
8042,32,technician,married,tertiary,no,3538,yes,no,unknown,28,may,95,5,unknown,no
8043,25,blue-collar,married,secondary,no,192,yes,no,unknown,28,may,357,3,unknown,no
8044,55,services,divorced,secondary,no,2166,yes,no,unknown,28,may,23,17,unknown,no
8045,33,services,married,secondary,no,-384,yes,no,unknown,28,may,513,2,unknown,no
8046,45,services,single,secondary,no,1377,yes,no,unknown,28,may,171,5,unknown,no
8047,43,blue-collar,married,primary,no,50,no,no,unknown,28,may,90,8,unknown,no
8048,32,blue-collar,married,secondary,yes,-354,yes,yes,unknown,28,may,51,2,unknown,no
8049,51,entrepreneur,married,unknown,no,606,yes,no,unknown,28,may,560,9,unknown,yes
8050,35,blue-collar,married,secondary,no,120,yes,no,unknown,28,may,245,2,unknown,no
8051,44,technician,divorced,secondary,no,-357,yes,yes,unknown,28,may,318,2,unknown,no
8052,44,blue-collar,married,primary,no,194,yes,no,unknown,28,may,105,2,unknown,no
8053,40,technician,married,secondary,no,-378,yes,no,unknown,28,may,261,2,unknown,no
8054,24,self-employed,single,tertiary,no,931,yes,no,unknown,28,may,200,4,unknown,no
8055,32,technician,single,secondary,no,1210,yes,yes,unknown,28,may,267,4,unknown,no
8056,51,technician,divorced,secondary,no,329,yes,no,unknown,28,may,191,5,unknown,no
8057,28,management,single,tertiary,no,355,yes,yes,unknown,28,may,300,4,unknown,no
8058,45,admin.,married,secondary,no,25,yes,no,unknown,28,may,82,4,unknown,no
8059,32,admin.,married,secondary,no,739,yes,yes,unknown,28,may,153,3,unknown,no
8060,25,blue-collar,married,secondary,no,758,yes,no,unknown,28,may,504,3,unknown,no
8061,29,self-employed,married,secondary,no,542,no,no,unknown,28,may,104,3,unknown,no
8062,29,technician,single,secondary,no,740,yes,no,unknown,28,may,194,3,unknown,no
8063,38,blue-collar,married,primary,no,476,yes,no,unknown,28,may,212,4,unknown,no
8064,44,blue-collar,married,primary,no,3753,yes,no,unknown,28,may,122,4,unknown,no
8065,34,technician,single,secondary,no,1386,yes,yes,unknown,28,may,185,6,unknown,no
8066,31,technician,single,secondary,no,335,yes,no,unknown,28,may,87,5,unknown,no
8067,41,admin.,single,secondary,no,882,yes,yes,unknown,28,may,145,2,unknown,no
8068,35,blue-collar,married,secondary,no,-659,yes,yes,unknown,28,may,30,2,unknown,no
8069,40,blue-collar,married,secondary,no,-428,yes,no,unknown,28,may,585,3,unknown,no
8070,29,management,single,tertiary,no,119,yes,no,unknown,28,may,136,2,unknown,no
8071,26,blue-collar,married,secondary,no,245,yes,no,unknown,28,may,146,2,unknown,no
8072,59,technician,married,secondary,no,519,yes,no,unknown,28,may,90,8,unknown,no
8073,39,services,single,secondary,no,300,yes,yes,unknown,28,may,180,2,unknown,no
8074,33,services,single,secondary,no,91,no,yes,unknown,28,may,376,3,unknown,no
8075,43,technician,married,secondary,no,-496,yes,no,unknown,29,may,100,2,unknown,no
8076,50,management,married,secondary,no,-187,yes,no,unknown,29,may,31,2,unknown,no
8077,48,technician,married,secondary,no,219,yes,yes,unknown,29,may,154,4,unknown,no
8078,46,blue-collar,divorced,primary,no,571,yes,yes,unknown,29,may,93,1,unknown,no
8079,31,blue-collar,single,primary,no,-495,yes,no,unknown,29,may,334,2,unknown,no
8080,43,technician,single,secondary,no,11269,no,no,unknown,29,may,92,1,unknown,no
8081,28,blue-collar,married,secondary,no,2,yes,no,unknown,29,may,750,2,unknown,no
8082,40,admin.,married,unknown,no,3557,yes,no,unknown,29,may,332,1,unknown,no
8083,34,services,single,secondary,no,34,yes,yes,unknown,29,may,333,3,unknown,no
8084,42,blue-collar,single,primary,no,181,yes,no,unknown,29,may,118,2,unknown,no
8085,51,admin.,married,primary,no,943,yes,no,unknown,29,may,620,1,unknown,no
8086,41,blue-collar,married,secondary,no,1020,yes,no,unknown,29,may,276,1,unknown,no
8087,34,blue-collar,married,secondary,no,250,yes,no,unknown,29,may,193,6,unknown,no
8088,43,management,married,tertiary,no,724,yes,no,unknown,29,may,138,1,unknown,no
8089,59,technician,married,primary,no,4243,yes,no,unknown,29,may,233,1,unknown,no
8090,48,blue-collar,married,secondary,no,48,yes,yes,unknown,29,may,144,1,unknown,no
8091,35,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,543,1,unknown,yes
8092,53,retired,married,secondary,no,1004,yes,no,unknown,29,may,155,1,unknown,no
8093,50,technician,divorced,unknown,no,1328,yes,no,unknown,29,may,140,1,unknown,no
8094,33,management,married,tertiary,no,2508,yes,no,unknown,29,may,42,7,unknown,no
8095,24,student,single,secondary,no,1919,yes,no,unknown,29,may,127,4,unknown,no
8096,52,services,divorced,primary,no,130,yes,no,unknown,29,may,103,2,unknown,no
8097,35,technician,single,tertiary,no,485,yes,no,unknown,29,may,205,5,unknown,no
8098,30,services,single,secondary,no,179,yes,no,unknown,29,may,286,3,unknown,no
8099,41,management,married,tertiary,no,615,yes,no,unknown,29,may,37,1,unknown,no
8100,45,management,single,tertiary,no,2571,yes,no,unknown,29,may,54,1,unknown,no
8101,43,blue-collar,married,secondary,no,-111,yes,no,unknown,29,may,132,3,unknown,no
8102,42,technician,divorced,secondary,no,-106,yes,no,unknown,29,may,95,1,unknown,no
8103,45,technician,single,secondary,no,31,no,no,unknown,29,may,177,1,unknown,no
8104,50,blue-collar,married,primary,no,84,yes,no,unknown,29,may,179,1,unknown,no
8105,43,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,242,1,unknown,no
8106,31,services,married,secondary,no,3181,yes,no,unknown,29,may,128,7,unknown,no
8107,59,blue-collar,married,primary,no,748,no,no,unknown,29,may,184,1,unknown,no
8108,40,admin.,married,primary,no,1314,yes,no,unknown,29,may,284,1,unknown,no
8109,36,technician,single,unknown,no,0,yes,no,unknown,29,may,148,1,unknown,no
8110,27,technician,single,tertiary,no,3083,yes,no,unknown,29,may,244,2,unknown,no
8111,21,services,single,secondary,no,1903,yes,no,unknown,29,may,107,2,unknown,no
8112,37,blue-collar,married,secondary,no,-4,yes,yes,unknown,29,may,381,1,unknown,no
8113,26,technician,single,tertiary,no,813,yes,no,unknown,29,may,140,3,unknown,no
8114,39,technician,married,secondary,no,192,yes,yes,unknown,29,may,217,5,unknown,no
8115,50,retired,married,secondary,no,6998,yes,no,unknown,29,may,1196,1,unknown,no
8116,39,entrepreneur,married,tertiary,yes,1,yes,yes,unknown,29,may,102,1,unknown,no
8117,32,management,married,secondary,no,3935,yes,no,unknown,29,may,129,2,unknown,no
8118,57,blue-collar,married,primary,no,630,yes,no,unknown,29,may,52,1,unknown,no
8119,42,management,married,tertiary,no,1993,no,no,unknown,29,may,41,1,unknown,no
8120,42,blue-collar,married,secondary,no,130,yes,no,unknown,29,may,285,1,unknown,no
8121,40,blue-collar,married,secondary,no,327,yes,no,unknown,29,may,134,1,unknown,no
8122,30,services,divorced,secondary,no,1016,yes,no,unknown,29,may,14,1,unknown,no
8123,29,blue-collar,married,unknown,no,559,yes,no,unknown,29,may,182,2,unknown,no
8124,35,admin.,married,secondary,no,404,yes,no,unknown,29,may,539,1,unknown,yes
8125,31,blue-collar,married,secondary,no,283,yes,yes,unknown,29,may,37,3,unknown,no
8126,43,technician,married,secondary,no,2041,yes,yes,unknown,29,may,162,5,unknown,no
8127,39,technician,divorced,secondary,no,394,yes,no,unknown,29,may,184,1,unknown,no
8128,37,management,single,secondary,no,34,yes,no,unknown,29,may,285,1,unknown,no
8129,44,blue-collar,married,secondary,no,72,yes,no,unknown,29,may,456,1,unknown,no
8130,52,technician,single,tertiary,no,1308,yes,no,unknown,29,may,361,1,unknown,no
8131,53,management,married,secondary,no,2895,yes,no,unknown,29,may,74,1,unknown,no
8132,41,blue-collar,married,secondary,no,193,yes,no,unknown,29,may,130,1,unknown,no
8133,40,unemployed,single,secondary,no,75,yes,no,unknown,29,may,203,1,unknown,no
8134,41,admin.,married,secondary,no,3279,yes,no,unknown,29,may,186,1,unknown,no
8135,40,services,married,secondary,no,1938,no,no,unknown,29,may,37,1,unknown,no
8136,55,management,married,tertiary,no,0,no,no,unknown,29,may,206,2,unknown,no
8137,54,admin.,married,tertiary,no,-690,yes,yes,unknown,29,may,230,4,unknown,no
8138,55,entrepreneur,divorced,tertiary,no,1119,no,no,unknown,29,may,283,1,unknown,no
8139,38,admin.,single,secondary,no,623,yes,yes,unknown,29,may,44,1,unknown,no
8140,54,admin.,married,secondary,no,426,yes,no,unknown,29,may,205,1,unknown,no
8141,43,technician,married,secondary,no,310,yes,no,unknown,29,may,291,1,unknown,no
8142,41,blue-collar,married,primary,no,262,yes,no,unknown,29,may,159,1,unknown,no
8143,38,retired,single,secondary,no,44,no,no,unknown,29,may,148,1,unknown,no
8144,52,services,married,secondary,no,2081,yes,no,unknown,29,may,150,1,unknown,no
8145,43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,unknown,no
8146,27,blue-collar,single,secondary,no,2486,yes,no,unknown,29,may,733,1,unknown,yes
8147,36,entrepreneur,married,tertiary,no,1423,yes,no,unknown,29,may,193,1,unknown,no
8148,36,student,single,unknown,no,36,yes,no,unknown,29,may,705,1,unknown,no
8149,51,services,married,unknown,no,224,yes,no,unknown,29,may,52,3,unknown,no
8150,50,technician,married,secondary,no,1541,yes,no,unknown,29,may,744,1,unknown,no
8151,48,management,divorced,secondary,no,1598,yes,no,unknown,29,may,84,1,unknown,no
8152,44,blue-collar,married,primary,no,77,yes,no,unknown,29,may,23,1,unknown,no
8153,34,technician,divorced,tertiary,no,1242,yes,no,unknown,29,may,578,3,unknown,no
8154,48,management,married,tertiary,no,1533,no,no,unknown,29,may,358,1,unknown,no
8155,46,admin.,divorced,secondary,no,1939,yes,no,unknown,29,may,119,1,unknown,no
8156,51,blue-collar,married,secondary,no,2237,yes,no,unknown,29,may,619,1,unknown,no
8157,58,retired,married,secondary,no,32948,no,no,unknown,29,may,364,2,unknown,no
8158,35,blue-collar,married,secondary,no,765,yes,no,unknown,29,may,418,8,unknown,no
8159,45,technician,single,tertiary,no,1403,yes,no,unknown,29,may,111,1,unknown,no
8160,53,self-employed,married,tertiary,no,451,yes,no,unknown,29,may,56,2,unknown,no
8161,50,self-employed,married,secondary,no,6174,yes,yes,unknown,29,may,456,1,unknown,no
8162,42,blue-collar,married,primary,no,984,yes,no,unknown,29,may,109,1,unknown,no
8163,48,management,married,primary,no,1910,yes,no,unknown,29,may,413,2,unknown,no
8164,47,technician,married,secondary,no,72,no,no,unknown,29,may,278,1,unknown,no
8165,56,blue-collar,married,secondary,no,249,yes,no,unknown,29,may,791,2,unknown,yes
8166,42,blue-collar,married,secondary,no,-972,yes,no,unknown,29,may,146,1,unknown,no
8167,54,technician,married,secondary,no,-939,yes,no,unknown,29,may,202,1,unknown,no
8168,53,blue-collar,married,primary,no,436,yes,no,unknown,29,may,154,1,unknown,no
8169,40,admin.,married,secondary,no,451,yes,yes,unknown,29,may,257,1,unknown,no
8170,37,blue-collar,married,secondary,no,11953,yes,yes,unknown,29,may,208,1,unknown,no
8171,26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,unknown,no
8172,46,blue-collar,married,secondary,no,176,no,no,unknown,29,may,131,1,unknown,no
8173,46,self-employed,married,secondary,no,0,no,no,unknown,29,may,137,1,unknown,no
8174,45,technician,married,secondary,no,0,yes,no,unknown,29,may,155,1,unknown,no
8175,56,admin.,married,secondary,no,1504,yes,no,unknown,29,may,66,2,unknown,no
8176,36,blue-collar,married,secondary,no,722,yes,no,unknown,29,may,103,7,unknown,no
8177,40,technician,married,secondary,no,1269,yes,no,unknown,29,may,656,1,unknown,no
8178,32,admin.,married,tertiary,no,118,no,no,unknown,29,may,358,10,unknown,no
8179,31,blue-collar,married,secondary,no,1017,yes,no,unknown,29,may,514,3,unknown,no
8180,56,blue-collar,married,primary,no,551,no,no,unknown,29,may,27,1,unknown,no
8181,23,services,single,secondary,no,0,yes,no,unknown,29,may,544,4,unknown,no
8182,29,unknown,single,unknown,no,209,no,no,unknown,29,may,346,6,unknown,no
8183,50,technician,married,secondary,no,841,yes,no,unknown,29,may,54,2,unknown,no
8184,39,services,married,secondary,no,1099,no,no,unknown,29,may,134,6,unknown,no
8185,55,management,married,tertiary,no,505,yes,yes,unknown,29,may,135,2,unknown,no
8186,35,self-employed,married,secondary,no,0,yes,no,unknown,29,may,633,6,unknown,no
8187,51,services,married,secondary,no,-178,yes,yes,unknown,29,may,48,1,unknown,no
8188,33,technician,single,tertiary,no,538,yes,no,unknown,29,may,359,2,unknown,no
8189,44,blue-collar,married,secondary,no,2523,yes,no,unknown,29,may,1236,2,unknown,no
8190,44,services,married,secondary,no,744,yes,no,unknown,29,may,574,1,unknown,no
8191,52,self-employed,married,secondary,no,-488,yes,no,unknown,29,may,322,1,unknown,no
8192,45,unemployed,divorced,secondary,no,3354,yes,no,unknown,29,may,746,1,unknown,yes
8193,32,services,single,secondary,no,187,yes,no,unknown,29,may,315,1,unknown,no
8194,40,management,married,tertiary,no,832,yes,yes,unknown,29,may,126,1,unknown,no
8195,38,technician,single,secondary,no,2079,yes,yes,unknown,29,may,122,1,unknown,no
8196,53,technician,divorced,secondary,no,1301,yes,no,unknown,29,may,90,1,unknown,no
8197,26,technician,single,tertiary,no,77,yes,no,unknown,29,may,125,2,unknown,no
8198,33,technician,married,secondary,no,1072,no,yes,unknown,29,may,144,2,unknown,no
8199,44,blue-collar,married,unknown,no,15578,yes,no,unknown,29,may,401,1,unknown,no
8200,35,blue-collar,married,secondary,no,809,yes,yes,unknown,29,may,60,1,unknown,no
8201,44,technician,married,secondary,no,13761,yes,no,unknown,29,may,65,1,unknown,no
8202,42,blue-collar,married,secondary,no,790,yes,no,unknown,29,may,356,2,unknown,no
8203,58,unemployed,married,secondary,no,4497,yes,no,unknown,29,may,128,1,unknown,no
8204,43,services,married,secondary,no,-456,yes,no,unknown,29,may,102,4,unknown,no
8205,39,management,married,primary,no,1749,yes,no,unknown,29,may,46,1,unknown,no
8206,32,management,single,tertiary,no,537,no,no,unknown,29,may,187,3,unknown,no
8207,29,management,married,tertiary,no,1474,yes,yes,unknown,29,may,79,3,unknown,no
8208,41,services,married,secondary,no,1545,yes,no,unknown,29,may,390,3,unknown,no
8209,44,blue-collar,married,secondary,no,776,yes,no,unknown,29,may,306,1,unknown,no
8210,36,technician,married,secondary,no,1286,yes,yes,unknown,29,may,152,1,unknown,no
8211,34,technician,married,tertiary,no,285,yes,yes,unknown,29,may,223,4,unknown,no
8212,35,blue-collar,married,primary,yes,-1489,yes,yes,unknown,29,may,177,1,unknown,no
8213,57,technician,single,secondary,no,806,yes,no,unknown,29,may,77,1,unknown,no
8214,42,admin.,single,unknown,no,297,yes,no,unknown,29,may,106,1,unknown,no
8215,40,technician,single,primary,no,340,yes,no,unknown,29,may,146,1,unknown,no
8216,35,technician,single,tertiary,no,130,yes,no,unknown,29,may,125,1,unknown,no
8217,46,technician,married,secondary,no,1307,yes,no,unknown,29,may,404,1,unknown,no
8218,44,blue-collar,married,secondary,no,6491,yes,no,unknown,29,may,244,1,unknown,no
8219,31,blue-collar,single,secondary,no,2137,no,no,unknown,29,may,413,1,unknown,no
8220,26,services,married,secondary,no,611,yes,no,unknown,29,may,177,2,unknown,no
8221,51,technician,married,secondary,no,2402,yes,no,unknown,29,may,118,1,unknown,no
8222,42,management,married,secondary,no,2608,yes,no,unknown,29,may,201,1,unknown,no
8223,41,services,single,tertiary,no,285,yes,yes,unknown,29,may,135,1,unknown,no
8224,45,technician,married,secondary,no,59,yes,no,unknown,29,may,609,2,unknown,no
8225,52,retired,married,secondary,no,1052,yes,no,unknown,29,may,35,1,unknown,no
8226,52,management,married,tertiary,no,1177,yes,no,unknown,29,may,473,1,unknown,no
8227,41,management,married,secondary,no,689,yes,no,unknown,29,may,596,1,unknown,no
8228,47,unemployed,married,secondary,no,351,yes,yes,unknown,29,may,370,1,unknown,no
8229,39,blue-collar,married,primary,no,-388,yes,no,unknown,29,may,691,1,unknown,no
8230,52,technician,married,secondary,no,22755,yes,no,unknown,29,may,70,2,unknown,no
8231,48,management,divorced,tertiary,yes,-625,yes,no,unknown,29,may,125,2,unknown,no
8232,39,technician,divorced,secondary,no,1270,yes,no,unknown,29,may,245,4,unknown,no
8233,30,services,married,secondary,no,699,yes,no,unknown,29,may,544,1,unknown,no
8234,40,admin.,married,secondary,no,0,yes,yes,unknown,29,may,49,3,unknown,no
8235,51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,may,117,1,unknown,no
8236,51,management,married,tertiary,no,0,yes,yes,unknown,29,may,410,5,unknown,no
8237,45,blue-collar,married,primary,no,180,yes,yes,unknown,29,may,150,1,unknown,no
8238,39,self-employed,married,primary,no,185,yes,no,unknown,29,may,513,3,unknown,no
8239,36,blue-collar,married,secondary,no,439,yes,no,unknown,29,may,179,2,unknown,no
8240,28,blue-collar,married,primary,no,10045,yes,no,unknown,29,may,169,4,unknown,no
8241,43,self-employed,married,unknown,no,6,yes,no,unknown,29,may,365,2,unknown,no
8242,48,blue-collar,married,secondary,no,5241,yes,no,unknown,29,may,158,1,unknown,no
8243,60,blue-collar,divorced,secondary,no,0,yes,no,unknown,29,may,1207,1,unknown,yes
8244,41,technician,married,tertiary,no,816,yes,yes,unknown,29,may,159,1,unknown,no
8245,37,technician,single,secondary,no,3,yes,no,unknown,29,may,82,1,unknown,no
8246,33,technician,married,secondary,no,2099,yes,yes,unknown,29,may,42,3,unknown,no
8247,48,blue-collar,married,unknown,no,100,yes,no,unknown,29,may,206,1,unknown,no
8248,50,technician,married,secondary,no,7098,yes,no,unknown,29,may,92,1,unknown,no
8249,49,admin.,divorced,secondary,no,266,yes,no,unknown,29,may,162,2,unknown,no
8250,47,blue-collar,married,secondary,no,7985,yes,no,unknown,29,may,347,1,unknown,no
8251,47,blue-collar,married,secondary,no,812,yes,no,unknown,29,may,68,1,unknown,no
8252,41,blue-collar,single,unknown,no,961,yes,no,unknown,29,may,117,1,unknown,no
8253,52,technician,married,unknown,no,9687,yes,no,unknown,29,may,936,1,unknown,no
8254,48,unemployed,married,primary,no,551,yes,no,unknown,29,may,162,2,unknown,no
8255,39,blue-collar,married,secondary,yes,-16,no,no,unknown,29,may,285,2,unknown,no
8256,31,technician,married,tertiary,no,8,no,no,unknown,29,may,71,5,unknown,no
8257,35,services,single,secondary,no,918,yes,no,unknown,29,may,178,1,unknown,no
8258,33,services,married,secondary,no,-49,yes,no,unknown,29,may,89,2,unknown,no
8259,30,admin.,divorced,primary,no,1032,yes,no,unknown,29,may,52,5,unknown,no
8260,23,technician,married,secondary,no,8254,yes,no,unknown,29,may,409,3,unknown,no
8261,42,services,married,primary,no,91,yes,no,unknown,29,may,87,7,unknown,no
8262,32,services,married,secondary,no,250,yes,no,unknown,29,may,202,1,unknown,no
8263,50,services,married,primary,no,1132,yes,no,unknown,29,may,117,1,unknown,no
8264,36,technician,married,secondary,no,1466,yes,no,unknown,29,may,441,1,unknown,no
8265,51,entrepreneur,divorced,unknown,no,-57,yes,no,unknown,29,may,175,1,unknown,no
8266,39,technician,single,secondary,no,822,yes,yes,unknown,29,may,164,3,unknown,no
8267,54,management,married,tertiary,no,2452,yes,no,unknown,29,may,80,3,unknown,no
8268,36,self-employed,single,primary,no,235,yes,no,unknown,29,may,141,9,unknown,no
8269,26,technician,single,tertiary,no,8839,yes,no,unknown,29,may,932,3,unknown,no
8270,30,blue-collar,married,primary,no,1127,yes,no,unknown,29,may,13,1,unknown,no
8271,28,services,single,secondary,no,1736,yes,no,unknown,29,may,139,3,unknown,no
8272,35,technician,married,secondary,no,295,yes,no,unknown,29,may,882,2,unknown,no
8273,33,services,married,secondary,no,931,yes,no,unknown,29,may,263,3,unknown,no
8274,25,services,single,secondary,no,2798,yes,no,unknown,29,may,440,2,unknown,no
8275,38,admin.,single,secondary,no,2345,yes,no,unknown,29,may,174,2,unknown,no
8276,37,blue-collar,married,secondary,no,-141,yes,yes,unknown,29,may,76,3,unknown,no
8277,57,blue-collar,married,secondary,no,-353,no,yes,unknown,29,may,26,3,unknown,no
8278,35,blue-collar,married,secondary,no,628,yes,no,unknown,29,may,455,2,unknown,no
8279,31,blue-collar,married,primary,no,490,yes,no,unknown,29,may,180,2,unknown,no
8280,55,services,divorced,secondary,no,218,yes,no,unknown,29,may,200,2,unknown,no
8281,51,blue-collar,married,primary,no,3170,yes,no,unknown,29,may,51,1,unknown,no
8282,56,technician,married,secondary,no,589,yes,no,unknown,29,may,535,2,unknown,yes
8283,50,services,divorced,secondary,no,28,yes,yes,unknown,29,may,313,2,unknown,no
8284,36,management,single,tertiary,no,6450,yes,no,unknown,29,may,101,1,unknown,no
8285,40,technician,married,secondary,no,2715,yes,no,unknown,29,may,125,2,unknown,no
8286,28,technician,single,secondary,no,1,yes,no,unknown,29,may,364,3,unknown,no
8287,37,admin.,single,secondary,no,3049,yes,yes,unknown,29,may,153,1,unknown,no
8288,44,management,married,secondary,no,27,yes,no,unknown,29,may,158,1,unknown,no
8289,36,self-employed,single,secondary,no,3670,yes,no,unknown,29,may,617,2,unknown,no
8290,49,technician,married,secondary,no,2497,yes,no,unknown,29,may,99,1,unknown,no
8291,38,admin.,married,secondary,no,-762,no,no,unknown,29,may,165,1,unknown,no
8292,50,blue-collar,married,primary,no,414,yes,no,unknown,29,may,121,1,unknown,no
8293,44,services,married,secondary,no,361,yes,no,unknown,29,may,217,1,unknown,no
8294,37,blue-collar,married,secondary,no,672,yes,no,unknown,29,may,129,2,unknown,no
8295,36,blue-collar,married,secondary,no,959,yes,no,unknown,29,may,200,4,unknown,no
8296,33,blue-collar,married,secondary,no,-416,yes,no,unknown,29,may,431,2,unknown,no
8297,49,services,married,primary,no,5737,yes,no,unknown,29,may,417,2,unknown,no
8298,45,admin.,married,primary,no,895,yes,no,unknown,29,may,480,2,unknown,no
8299,51,blue-collar,divorced,primary,no,-413,yes,no,unknown,29,may,331,4,unknown,no
8300,50,management,married,unknown,no,914,yes,no,unknown,29,may,359,3,unknown,no
8301,53,blue-collar,married,unknown,no,1202,yes,no,unknown,29,may,332,2,unknown,no
8302,58,blue-collar,married,primary,no,0,yes,no,unknown,29,may,535,2,unknown,no
8303,51,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,unknown,no
8304,43,technician,single,secondary,no,799,yes,yes,unknown,29,may,13,3,unknown,no
8305,43,technician,married,secondary,no,5342,yes,no,unknown,29,may,689,2,unknown,no
8306,41,blue-collar,married,primary,no,943,yes,no,unknown,29,may,242,3,unknown,no
8307,33,management,married,tertiary,no,455,yes,yes,unknown,29,may,122,10,unknown,no
8308,32,admin.,married,secondary,no,340,yes,no,unknown,29,may,665,1,unknown,no
8309,35,blue-collar,married,secondary,no,5310,yes,no,unknown,29,may,97,1,unknown,no
8310,39,technician,single,secondary,no,556,yes,no,unknown,29,may,322,1,unknown,no
8311,45,admin.,married,secondary,no,-261,yes,no,unknown,29,may,144,1,unknown,no
8312,39,blue-collar,married,primary,no,481,yes,no,unknown,29,may,376,1,unknown,no
8313,41,admin.,single,secondary,no,2015,yes,no,unknown,29,may,480,10,unknown,no
8314,52,blue-collar,married,secondary,no,691,yes,no,unknown,29,may,158,1,unknown,no
8315,46,admin.,single,secondary,no,1544,yes,no,unknown,29,may,609,1,unknown,no
8316,35,blue-collar,single,secondary,no,219,yes,yes,unknown,29,may,161,1,unknown,no
8317,36,admin.,married,tertiary,no,828,yes,no,unknown,29,may,116,1,unknown,no
8318,35,admin.,divorced,secondary,no,356,yes,no,unknown,29,may,76,1,unknown,no
8319,53,management,divorced,tertiary,no,195,yes,no,unknown,29,may,217,1,unknown,no
8320,52,management,single,tertiary,no,2076,yes,no,unknown,29,may,112,1,unknown,no
8321,41,services,married,secondary,no,2399,yes,no,unknown,29,may,607,2,unknown,no
8322,56,management,married,secondary,no,0,yes,no,unknown,29,may,726,1,unknown,no
8323,37,blue-collar,married,secondary,no,1731,yes,yes,unknown,29,may,148,4,unknown,no
8324,35,management,married,secondary,no,97,yes,no,unknown,29,may,135,4,unknown,no
8325,33,blue-collar,single,primary,no,127,yes,no,unknown,29,may,1059,2,unknown,yes
8326,39,management,married,tertiary,no,0,yes,no,unknown,29,may,184,2,unknown,no
8327,40,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,245,3,unknown,no
8328,53,services,married,secondary,no,1788,yes,no,unknown,29,may,253,2,unknown,no
8329,34,admin.,married,secondary,no,1365,yes,no,unknown,29,may,293,2,unknown,no
8330,35,management,married,secondary,no,1,yes,no,unknown,29,may,246,2,unknown,no
8331,46,unemployed,married,secondary,no,2940,yes,no,unknown,29,may,195,2,unknown,no
8332,42,management,married,tertiary,no,-1485,yes,no,unknown,29,may,221,2,unknown,no
8333,42,management,married,tertiary,no,8794,yes,no,unknown,29,may,166,3,unknown,no
8334,41,blue-collar,married,secondary,no,239,no,no,unknown,29,may,385,2,unknown,no
8335,27,management,single,tertiary,no,12956,yes,no,unknown,29,may,789,3,unknown,yes
8336,49,management,married,secondary,no,367,yes,no,unknown,29,may,85,6,unknown,no
8337,35,admin.,divorced,secondary,no,869,yes,no,unknown,29,may,173,1,unknown,no
8338,45,blue-collar,married,secondary,no,1778,yes,no,unknown,29,may,48,5,unknown,no
8339,49,entrepreneur,married,primary,no,3112,yes,no,unknown,29,may,410,3,unknown,no
8340,36,technician,married,primary,no,4585,yes,no,unknown,29,may,311,3,unknown,no
8341,40,admin.,married,secondary,no,223,yes,no,unknown,29,may,81,1,unknown,no
8342,33,student,single,tertiary,no,254,yes,no,unknown,29,may,558,13,unknown,no
8343,48,blue-collar,married,primary,no,219,yes,no,unknown,29,may,109,4,unknown,no
8344,60,technician,divorced,tertiary,no,1900,yes,no,unknown,29,may,77,3,unknown,no
8345,39,blue-collar,single,secondary,no,885,yes,no,unknown,29,may,70,7,unknown,no
8346,36,management,married,tertiary,no,-1312,yes,yes,unknown,29,may,229,4,unknown,no
8347,38,technician,divorced,secondary,no,1294,yes,no,unknown,29,may,565,1,unknown,no
8348,50,technician,married,unknown,no,1268,yes,yes,unknown,29,may,145,2,unknown,no
8349,30,admin.,married,secondary,no,873,yes,no,unknown,29,may,792,3,unknown,yes
8350,39,blue-collar,married,secondary,no,11,no,no,unknown,29,may,199,2,unknown,no
